Egg Raw;0;125;312;100;0;13;0
Chickenfillet. asparagus. chicken shaped - Cornby - Dacor;1.3;0;0;776;0;14.7;1.3
Ham. cooked. degreased. derinded. mandolino - Imperial - Imperial Meat Products;0.7;0;0;708;0;19;0.7
Chicken filet broccoli - Cornby - Dacor;1.1;0;0;772;0;15.5;1.1
Chicken filet. mediterranean shaped chicken - Cornby - Dacor;2.4;0;0;1145;0;14.5;1.4
Snack. pure pork 80g/200g - Aoste Snack - Imperial Meat Products;1;0;0;1849;0;33;1
Salami chorizo snack 80g - Aoste Snack - Imperial Meat Products;0.5;0;0;1967;0;28;0.5
Salami. bistro - Aoste Authentique - Imperial Meat Products;0.1;0;0;1725;0;24;0.1
Salami Genova - Delhaize - Delhaize groupe;0.1;0;0;1390;0;21.5;0.1
Salami guelderland sausage band - Imperial - Imperial Meat Products;0.1;0;0;1469;0;22.8;0.1
Ham. country style. deboned. not smoked - Imperial - Imperial Meat Products;0.6;0;0;2085;0;24.4;0.6
Sausage. cooked sausage with parsley printanier - Cornby - Dacor;2.5;0;0;821;0;12.4;1.7
Ham. Cobourg. extra sweet white no smoked - Imperial - Imperial Meat Products;0.9;0;0;1770;0;23.7;0.9
Ham. formed - Imperial - Imperial Meat Products;0.6;0;0;1967;0;26;0.6
Ham. gin and spices - Carrefour - Carrefour Belgium;1.1;0;0;990;0;18.8;1.1
Ham. raw 100g - Weight Watchers - Imperial Meat Products;0.9;0;0;1778;0;28;0.9
Ham. raw ham - traiteur - Carrefour - Carrefour Belgium;2.2;0;0;1515;0;23;2.2
Luncheon sausage 120g - Weight Watchers - Imperial Meat Products;3.1;0;0;787;0;12;0.9
Spread. chickensalade with curry 150g - Weight Watchers - Imperial Meat Products;5.8;0;0;400;0;10.4;2.3
Meatloaf. Strasbourg;4.9;165;140;796;0;10.4;2.3
Minced ball. vegetables - Delhaize - Delhaize groupe;9;0;0;680;0;13;1.5
Ham. cooked;0.7;347;264;750;0;21.5;0.7
Ham. cooked & defatted ham - Carrefour Discount - Carrefour Belgium;1.2;0;0;800;0;18.9;1
Salami with paprika smoked - Gebirgsjäger - Lidl Belgium GmbH;2;0;0;1600;0;22;1.4
Sausage. Bifi beer sausage - Bifi - Unilever Belgium N.V.;1;0;0;1200;0;20;0.8
Sausage. grill sausage - Delhaize - Delhaize groupe;1.9;0;0;700;0;12.9;0.6
Chicken. original crispy chicken - Iglo - Iglo Belgium SA/NV;20;0;0;490;0;15;0.6
Suisseburger. breaded (ham and cheese);5;249;330;550;0;22.5;0
Sweets. marshmallow. Supermix - Carrefour - Carrefour Belgium;79.3;0;0;7;0;3.6;70.7
Sausages. cocktail;2.5;86;279;801;0;11.5;0.1
Sausages. cocktail sausages discount - Carrefour Discount - Carrefour Belgium;1.1;0;0;732;0;12;0.1
Pork meat. marinated. raw;2;241;167;457;0;13.2;1.5
Pork press head with tomato 150g - Carrefour - Carrefour Belgium;3;0;0;1100;0;13;2
Minced meat. pork. seasoned. raw;0;320;166;583;0;16.9;0
Minced meat. pork. unseasoned. raw;0;326;170;62;0;16.9;0
Spread. chicken fillet salad - Delhaize - Delhaize groupe;4.6;0;0;420;0;12;1.3
Spread pita salad spicy - Delhaize - Delhaize groupe;8.4;0;0;600;0;8.4;4.7
Spread. Hawaiian Chicken Salad FOA - Delhaize - Delhaize groupe;6.5;0;0;540;0;9.6;5.6
Cooked ham. defatted - Amando - Amando Vleeswarenfabriek N.V.;2.1;0;0;955;0;18.5;1.9
Cooked shoulder 300 g - Carrefour Discount - Carrefour Belgium;0.8;0;0;720;0;19;0.8
Filet de Saxe 100g - Weight Watchers - Imperial Meat Products;0.2;0;0;1396;0;25;0.2
Pork. for cooked pork roast into slices - Imperial - Imperial Meat Products;0.8;0;0;638;0;20.7;0.8
Luncheon sausage 200g dis cars - Cornby - Dacor;3.8;0;0;708;0;11.6;0.9
Sausage. chicken - Cornby - Dacor;3.4;0;0;831;0;12.9;1.5
Sausage. chicken sausage bio - Carrefour BIO - Carrefour Belgium;0.7;0;0;393;0;18.9;0.7
Salami. chicken 100% - Aoste Authentique - Imperial Meat Products;0.1;0;0;1263;0;19;0.1
Ham. Cobourg gastronom gold - Imperial - Imperial Meat Products;0.9;0;0;1770;0;23.7;0.9
Ham. edelham nature - Herta - Nestlé Belgilux S.A.;0.6;0;0;800;0;20;0.6
Ham. edelham old-style - Herta - Nestlé Belgilux S.A.;0.5;0;0;560;0;20;0.5
Ham. spit edelham - Herta - Nestlé Belgilux S.A.;0.5;0;0;760;0;21;0.5
Ham. strips 2x100g - Carrefour - Carrefour Belgium;0.8;0;0;800;0;18.1;0.6
Bacon.sticks ??smoked - Herta - Nestlé Belgilux S.A.;0.4;0;0;880;0;17;0.4
Baked ham 125g - Carrefour - Carrefour Belgium;0.8;0;0;736;0;20.4;0.8
Bacon. smoked bacon strips - Herta - Nestlé Belgilux S.A.;0.9;0;0;920;0;19;0.9
Bacon. -30% fat - Herta - Nestlé Belgilux S.A.;0.6;0;0;880;0;18;0.6
Breakfast bacon smoked - Herta - Nestlé Belgilux S.A.;0.4;0;0;880;0;16.3;0.4
Knacki Ball Cheese - Herta - Nestlé Belgilux S.A.;2.5;0;0;840;0;14;2.5
Knacki Ball Original - Herta - Nestlé Belgilux S.A.;2.5;0;0;840;0;12;2.5
Natural chicken breast 120g - Herta - Nestlé Belgilux S.A.;0.5;0;0;720;0;21;0.5
Salami. chorizo soft - Herta - Nestlé Belgilux S.A.;0.1;0;0;1600;0;25;0.1
Salami. chorizo soft - Herta - Nestlé Belgilux S.A.;0.1;0;0;1600;0;25;0.1
Sausage. smoked sausage farmer - Herta - Nestlé Belgilux S.A.;3.5;0;0;810;0;13;0.1
Meat sausage. piece - Herta - Nestlé Belgilux S.A.;1;0;0;800;0;11;1
Meat. pita chicken - Carrefour - Carrefour Belgium;0.5;0;0;440;0;21.7;0.3
Cordon bleu. poultry. cheese. ham;14.5;184;171;610;0;14;0.9
Corned-beef 134g/198g/340g/2720g - Target - Bisschops - Verachter NV- SA;1;0;0;0;0;21;0
Schnitzel. pork. breaded;13.1;301;179;294;0;15.6;0
Horsemeat. smoked;1.9;424;216;1360;0;23;1.6
Hotdog sausages in can - Zwan - Unilever Belgium N.V.;4.5;0;0;840;0;13;0.1
Sausage. Ardennes ring 240g - Marcassou - Champlon Salaison S.A.;0.8;0;0;1499;0;21;0.7
Salami. 3 stars - Imperial - Imperial Meat Products;0.1;0;0;1284;0;19.8;0.1
Salami. Ardennes - Herta - Nestlé Belgilux S.A.;0.5;0;0;1600;0;21;0.1
Chicken breast AO - Aoste Authentique - Imperial Meat Products;1;0;0;840;0;21;1
Chicken breast. mustard roast chicken 100% - Cornby - Dacor;0.8;0;0;1128;0;21.4;0.5
Chicken breast maison herbs - Cornby - Dacor;1.4;0;0;839;0;19.6;1.1
Roast turkey for cooked - Cornby - Dacor;0.9;0;0;889;0;20.2;0.8
Roast turkey wonderfully intense flavor - Aoste Authentique - Imperial Meat Products;0.8;0;0;881;0;22;0.7
Ham. grilled - Imperial - Imperial Meat Products;1.5;0;0;873;0;17.7;1.5
Ham. grilled edelham - Herta - Nestlé Belgilux S.A.;0.4;0;0;760;0;22;0.4
Pâté. green pepper pâté 150g - Aoste Authentique - Imperial Meat Products;1;0;0;708;0;15;1
Minced meat. veal. unseasoned. lean. raw;1.1;0;0;54;0;18.1;0
Nuggets. chicken. pre-fried;17.8;229;175;518;0;13.7;0.5
Pancetta - Carrefour - Carrefour Belgium;0.7;0;0;1220;0;16;0.7
Marinated turkey skewer - Carrefour - Carrefour Belgium;1.4;0;0;580;0;18;0.7
Salami without garlic bio - Carrefour BIO - Carrefour Belgium;0.9;0;0;1252;0;20.9;0.6
Turkey breast 150gr - Carrefour - Carrefour Belgium;1;0;0;700;0;20;0.7
Turkey breast baked sliced n° 51 - Delhaize - Delhaize groupe;1.3;0;0;1200;0;19.2;0.9
Pork. smoked - Carrefour - Carrefour Belgium;1;0;0;1550;0;21;0.3
Pork. young belly - Imperial - Imperial Meat Products;0.3;0;0;1967;0;19.5;0.3
Fazantroulade with cranberries - Carrefour - Carrefour Belgium;5.7;0;0;820;0;16.2;5.7
Luncheon sausage bio - Carrefour BIO - Carrefour Belgium;0.7;0;0;920;0;15.8;0.5
Salami. Milano bio - Carrefour BIO - Carrefour Belgium;0;0;0;1560;0;25;0
Spanish dish - Carrefour - Carrefour Belgium;0.8;0;0;1520;0;29;0
Spicy bacon for bruschetta - Carrefour - Carrefour Belgium;1.4;0;0;760;0;10;1.1
Rosette cuts - Carrefour - Carrefour Belgium;1.6;0;0;1680;0;24;0.3
Roulade mustard bacon - Delhaize - Delhaize groupe;2.3;0;0;800;0;18.4;0.9
Dry sausage. pure pork - Carrefour - Carrefour Belgium;1.6;0;0;1840;0;26;1.5
Duck liver;2;130;109;507;0;6.6;1.5
Ham. ham Bruges - Souvenir du Terroir - Carrefour Belgium;0.5;0;0;2230;0;26.6;0.5
Pastrami 100g - Carrefour - Carrefour Belgium;0;0;0;890;0;25;0
Pastrami Sliced - Delhaize - Delhaize groupe;1.5;0;0;500;0;18.3;0.5
Chicken with curry 150g - Carrefour - Carrefour Belgium;1;0;0;740;0;18;1
Salami. without garlic - Carrefour Discount - Carrefour Belgium;3.1;0;0;1440;0;18;3
Aspic chicken lemon flavor - Carrefour - Carrefour Belgium;1;0;0;760;0;16;0.2
Salami. without garlic 650g - Carrefour - Carrefour Belgium;4.1;0;0;1372;0;19;2.7
Salami. without garlic 450g - Carrefour - Carrefour Belgium;3.5;0;0;1400;0;19;2.9
Salami. without garlic 200g - Carrefour - Carrefour Belgium;3.3;0;0;1400;0;20;2.8
Salami. with garlic - piece 200g - Carrefour - Carrefour Belgium;3.8;0;0;1492;0;20;3.1
Prague ring sausage - Carrefour - Carrefour Belgium;6.1;0;0;840;0;11;0.8
Prague sausage - Cornby - Dacor;2.7;0;0;785;0;12.5;1.3
Defatted cooked ham - traiteur - Carrefour - Carrefour Belgium;1.4;0;0;898;0;18;1
Ham. forest ham - Carrefour Sélection - Carrefour Belgium;1;0;0;2400;0;25;1
Sausage. garlic. chicken - Carrefour - Carrefour Belgium;6.4;0;0;992;0;12;0.2
Filet de saxe 120g - Carrefour - Carrefour Belgium;1;0;0;0;0;22;0.2
Filet de Saxe 90g - Aoste Feuilletine - Imperial Meat Products;0.2;0;0;1396;0;25;0.2
Pate. cream pate 170g - Carrefour - Carrefour Belgium;2.3;0;0;768;0;12;1.8
Pate. cream pepper 4 season - Delhaize - Delhaize groupe;3.2;0;0;890;0;13;2.6
Salami. with pepper 125g - Carrefour - Carrefour Belgium;3.3;0;0;1100;0;18.7;3.3
Salami. without garlic 50g - Carrefour - Carrefour Belgium;0.3;0;0;1132;0;19;0.2
Cooked ham 50g - Carrefour - Carrefour Belgium;1;0;0;640;0;22;1
Cooked ham without antibiotics - Carrefour - Carrefour Belgium;1;0;0;860;0;21.9;1
Ham baked in the oven 150g - Carrefour - Carrefour Belgium;1.2;0;0;860;0;23.4;1.2
Grisonmeat. dried 80g - Carrefour - Carrefour Belgium;0.6;0;0;1900;0;39.6;0.6
Ham Ardenne uncooked - Aubel - Detry S.A.;0.2;0;28;1800;0;28;0.2
Bacon. smoked 150g - Carrefour - Carrefour Belgium;0.5;0;0;1360;0;22;0.5
Bacon. smoked bacon cubes 365 - Delhaize - 365 - Delhaize groupe;0.5;0;0;1520;0;15.5;0.5
Ham. Italian ham raw 160g - Carrefour - Carrefour Belgium;0.1;0;0;2316;0;27;0.1
Chicken breast thin - Carrefour - Carrefour Belgium;1;0;0;740;0;19;1
Chicken breast with herbs 125g - Saint Alby - Lidl Belgium GmbH;1;0;0;0;0;20;1
Spread. chicken curry salad discount - Carrefour Discount - Carrefour Belgium;5;0;0;620;0;12;1
Ham. superieur nature - Herta - Nestlé Belgilux S.A.;0.5;0;0;720;0;20;0.5
Ham. Superior thick slices - Herta - Nestlé Belgilux S.A.;0.5;0;0;720;0;20;0.5
Spread. chicken salad;4.8;0;0;0;0;11;1.5
Spread. chicken salad andalusian sauce - Delhaize - Delhaize groupe;4.6;0;0;500;0;10.2;1
Spread. meat salad;4.2;175;0;761;0;8;2.6
Spread. meat salad 150g - Weight Watchers - Imperial Meat Products;5.2;0;0;620;0;8.8;2.1
Chicken breast Mickey - Disney - Imperial Meat Product;1.5;0;0;787;0;20;1.2
chicken breast mushrooms - Imperial - Imperial Meat Products;1.3;0;0;776;0;15.5;1.3
Garlic sausage;2.4;251;249;1047;0;13;0
Gaume sausage sliced - Delhaize - Delhaize groupe;0.5;0;0;1250;0;24.7;0.5
Prosciutto di San Daniele sliced - Delhaize - Delhaize groupe;0.1;0;0;2160;0;28;0
Sausage. polish sausages 200g - Delhaize - Delhaize groupe;0.7;0;0;700;0;15.2;0.7
Antipasto Emiliano sliced - Delhaize - Delhaize groupe;0;0;0;1700;0;27.7;0
Ham. Parma sliced maxi pack - Delhaize - Delhaize groupe;0;0;0;1760;0;25.9;0
Tartiné ham - Aoste Tartiné - Imperial Meat Product;2;0;0;616;0;13;0.7
Tartiné ham - Aoste Tartiné - Imperial Meat Product;2;0;0;616;0;13;0.7
Meatloaf chicken in slices 150g - Delhaize - 365 - Delhaize groupe;3.6;0;0;730;0;16;2.6
Ham. Noir De Bigorre - Delhaize - Taste of Inspirations - Delhaize groupe;0.6;0;0;2040;0;31.5;0.4
Ham. Bayonne sliced - Delhaize - Delhaize groupe;0.5;0;0;2050;0;30.1;0.5
Ham. Bayonne sliced - Delhaize - Delhaize groupe;0.5;0;0;2050;0;30.1;0.5
Ham. Culatello di Parma - Delhaize - Taste of Inspirations - Delhaize groupe;0;0;0;2200;0;19.5;0
Ham. defatted. cooked in slices 200g - Delhaize - Delhaize groupe;0.7;0;0;750;0;21.5;0.7
Salami d'Ardenne with garlic in slices - Delhaize - Delhaize groupe;2.3;0;0;1600;0;22.1;0.5
Salami without garlic in slices - Delhaize - Delhaize groupe;1.8;0;0;1960;0;26.8;0.8
Salami without garlic in individual slices - Delhaize - Delhaize groupe;0.3;0;0;1130;0;18.6;0.2
Ham. cooked. degreased-rindless sliced - Delhaize - Delhaize groupe;0.7;0;0;750;0;21.5;0.7
Meatballs. chicken 400g - Delhaize - Delhaize groupe;7.4;0;0;840;0;15;0.2
Salami pur pork with herbs - Delhaize - Delhaize groupe;0.3;0;0;2120;0;29.6;0.3
Meatloaf. chicken in slices - Delhaize - Delhaize groupe;3.9;0;0;810;0;14.3;1.7
Chicken breast into individual slices - Delhaize - Delhaize groupe;1.5;0;0;720;0;19;1.1
Filet d'Anvers supérieur - Delhaize - Taste of Inspirations - Delhaize groupe;5;0;0;1500;0;20.8;0.7
Sausage. dried sausages Mini apero - Delhaize - 365 - Delhaize groupe;4.8;0;0;1790;0;31.2;3.6
Salami. mini 365 - Delhaize - 365 - Delhaize groupe;1;0;0;1500;0;24;0
Sausage. smoked sausage of Gelderland - Delhaize - Delhaize groupe;1.5;0;0;850;0;12;0.2
Breakfast bacon in slices - Delhaize - Delhaize groupe;0.3;0;0;1;0;17;0.3
Breakfast bacon bio - Delhaize - BIO - Delhaize groupe;0.5;0;0;1;0;18;0.5
Bacon. salted in slices 250g - Delhaize - Delhaize groupe;0.3;0;0;1500;0;17;0.3
Sausage. dry sausage 200g - Delhaize - Delhaize groupe;1.4;0;0;2040;0;31.6;0.4
Ham. cooked shoulder with rind - Delhaize - 365 - Delhaize groupe;1.5;0;0;800;0;19;1.5
Head cheese Breughel - Delhaize - Delhaize groupe;1.4;0;0;460;0;16.8;0.2
Head cheese in slices - Delhaize - Delhaize groupe;1;0;0;520;0;14.5;0.6
Snack. aperitif. sausage walnuts - Delhaize - Delhaize groupe;0.2;0;0;1900;0;26.7;0.2
Sausage. Ardennes ring sausage - Delhaize - Delhaize groupe;3.4;0;0;1380;0;20.9;0.5
Luncheon sausage in slices n°54 - Delhaize - Delhaize groupe;2.2;0;0;900;0;12.7;0.6
Ham. bresaola - Delhaize - Taste of Inspirations - Delhaize groupe;1;0;0;1500;0;33.8;1
Meatloaf in block - Delhaize - Delhaize groupe;4.9;0;0;920;0;14.9;0.6
Meatloaf in slices - Delhaize - Delhaize groupe;6.3;0;0;800;0;14;0.5
Ham. dried. Proscuitto crudo - Delhaize - Delhaize groupe;0.2;0;0;2400;0;26.2;0
Ham. dried. Proscuitto crudo nazionale - Delhaize - Delhaize groupe;0;0;0;2300;0;29.5;0
Ham. dried. Proscuitto di Parma 24M - Delhaize - Taste of Inspirations - Delhaize groupe;0;0;0;2200;0;27;0
Ham. Coppa Parma in slices - Delhaize - Delhaize groupe;0.6;0;0;1520;0;23.6;0.6
Salami. salchichon Chérico de cebo - Delhaize - Taste of Inspirations - Delhaize groupe;1.7;0;0;1400;0;26;0.7
Bacon cubes salted - Delhaize - Delhaize groupe;0.5;0;0;960;0;19.6;0.5
Blue cord with 2 cheeses - turkey meat - Carrefour - Carrefour Belgium;15;0;0;550;0;13;1.3
Bacon. crispy bacon - Carrefour - Carrefour Belgium;1.1;0;0;1800;0;31;1
Ham. diced ham - Carrefour - Carrefour Belgium;0.5;0;0;1000;0;18;0.3
Ham. diced ham 150g - Herta - Nestlé Belgilux S.A.;2;0;0;900;0;18;2
Horsefilet - Carrefour - Carrefour Belgium;2;0;0;1340;0;23;1.6
Horsemeat smoked - Damar - Equinox N.V.;3.3;0;0;1520;0;24;2.9
Strips of chicken 150g - Carrefour - Carrefour Belgium;1;0;0;723;0;20;0.8
Apero knacks balls - Carrefour - Carrefour Belgium;0.3;0;0;640;0;13;0.1
Bacon. smoked of salted bacon 4 slices - Carrefour - Carrefour Belgium;0.3;0;0;1200;0;17;0.3
Bacon smoked or salty breakfast 100g / 200g - Carrefour - Carrefour Belgium;0.5;0;0;1500;0;16;0.3
Snack aperitif. mini balls 150g - Carrefour - Carrefour Belgium;4.9;0;0;800;0;16;0.5
Soup balls of poultry - Carrefour Discount - Carrefour Belgium;7.8;0;0;450;0;17.4;0.9
Salami. mini salami with garlic - Carrefour - Carrefour Belgium;1.9;0;0;1600;0;24;1
Salami. mini salami smoked with beechwood - Carrefour - Carrefour Belgium;1.9;0;0;1600;0;24;1
Pate. in block 7 slices - Carrefour - Carrefour Belgium;2.6;0;0;812;0;12;2.2
Salad. ham bone - Carrefour - Carrefour Belgium;2;0;0;550;0;10;1.6
Salad. ham salad - Delhaize - Delhaize groupe;3.1;0;0;400;0;3.3;1.2
Salad. chicken curry salad - Carrefour - Carrefour Belgium;4.9;0;0;680;0;9.7;1.7
Salad. chicken salad mayonnaise - Carrefour - Carrefour Belgium;2.2;0;0;560;0;11;1.5
Salad. meat salad with mayonnaise 200g - Carrefour - Carrefour Belgium;4.1;0;0;720;0;7.1;2.4
Salami. with garlic 150g - Carrefour - Carrefour Belgium;0.5;0;0;1188;0;19.5;0.3
Salami. with garlic discount 200g - Carrefour Discount - Carrefour Belgium;1.5;0;0;1520;0;20;0
Salami. pepper salami - Carrefour - Carrefour Belgium;4.5;0;0;1420;0;17.5;0.5
Salami. with truffles - Carrefour - Carrefour Belgium;0;0;0;1200;0;24;0
Snack. aperitif. salami diced - Carrefour - Carrefour Belgium;1.7;0;0;1300;0;19;0.2
Salami. Finbec 150g - Carrefour - Carrefour Belgium;4;0;0;1360;0;18;4
Salami. fuet. aperitif - Carrefour - Carrefour Belgium;7.1;0;0;1300;0;25.3;1.6
Salami. Finbec - traiteur - Carrefour - Carrefour Belgium;0.1;0;0;1160;0;18;0.1
Sausages. Viennese sausages discount - Carrefour Discount - Carrefour Belgium;1.1;0;0;640;0;12;0.1
Ham. Porchetta arrosto sliced - Delhaize - Delhaize groupe;0.5;0;0;650;0;17;0.5
Roast pork 150g - Carrefour - Carrefour Belgium;0.6;0;0;610;0;29;0.6
Roast pork in 150g slices - Carrefour - Carrefour Belgium;0.4;0;0;540;0;22.4;0.4
Meatloaf. chicken;3.9;449;180;807;0;14.7;1.7
Meatloaf. chicken 120g - Weight Watchers - Imperial Meat Products;4.2;0;0;839;0;17;1.7
Bacon. smoked bacon thickly sliced 200g - Dulano - Lidl Belgium GmbH;0.5;0;0;1520;0;21;0.5
Head cheese nature - Dulano - Lidl Belgium GmbH;1;0;0;480;0;14.5;0.6
Head cheese of Gent 125g - Carrefour - Carrefour Belgium;0.2;0;0;840;0;13.9;0.2
Meatloaf nature - Dulano - Lidl Belgium GmbH;7.7;0;0;800;0;14.6;1
Meatloaf provençal - Cornby - Dacor;2.8;0;0;879;0;12.3;1.7
Meatloaf Provencal 150g - Dulano - Lidl Belgium GmbH;6.5;0;0;720;0;12.7;1.6
Filet de York 150g - Saint Alby - Lidl Belgium GmbH;0.5;0;0;1520;0;20.2;0.5
Fillet de York - Delhaize - Delhaize groupe;5;0;0;1140;0;22.1;1.2
Pate. oven baked pate - Saint Alby - Lidl Belgium GmbH;3.1;0;0;761;0;18.1;2.4
Sausage. saveloy 450g - Saint Alby - Lidl Belgium GmbH;2.2;0;0;700;0;14.4;1.7
Meatballs. vegetables meatballs - Saint Alby - Lidl Belgium GmbH;11.1;0;0;630;0;13;4.8
Meatballs. oriental meatballs 250g - Saint Alby - Lidl Belgium GmbH;7.6;0;0;1010;0;14.3;3.6
Meatballs. chicken meatballs - Saint Alby - Lidl Belgium GmbH;7.6;0;0;800;0;16.9;3.1
Ham sausage 400g - Saint Alby - Lidl Belgium GmbH;4.5;0;0;800;0;12.5;1.5
Ham sausage discount - Carrefour Discount - Carrefour Belgium;0.5;0;0;932;0;12;0.3
Meat Loaf. chicken meat loaf - Saint Alby - Lidl Belgium GmbH;6.5;0;0;1000;0;15;3
Bacon strips smoked 200g - Saint Alby - Lidl Belgium GmbH;1;0;0;1600;0;20.6;1
Salami. salami without garlic farmers - Saint Alby - Lidl Belgium GmbH;0.3;0;0;1600;0;22;0.2
Salami. pepper 150g - Saint Alby - Lidl Belgium GmbH;2.3;0;0;1300;0;18.1;0.6
Meatballs. Liège meatballs - Saint Alby - Lidl Belgium GmbH;8.6;0;0;870;0;13.1;2.2
Pate. pate block - Saint Alby - Lidl Belgium GmbH;3;0;0;800;0;13;1
Paté. reebok - Delhaize - Delhaize groupe;2;0;0;600;0;16.3;0.5
Pate. cremepate 170g - Saint Alby - Lidl Belgium GmbH;4.1;0;0;720;0;10.7;2
Pate. en croute with boar - aperitif - Delhaize - Delhaize groupe;19;0;0;620;0;11.2;0.8
Pate. farmer pate 170g - Saint Alby - Lidl Belgium GmbH;1.8;0;0;670;0;12.1;1.4
Salami sausage - Saint Alby - Lidl Belgium GmbH;5;0;0;1500;0;19.9;0.2
Salami sliced bio - Delhaize - BIO - Delhaize groupe;0.3;0;0;1880;0;25.9;0.3
Beef stew. classic - Saint Alby - Lidl Belgium GmbH;4.3;0;0;500;0;14.9;1.1
Beef stew. with beer - Saint Alby - Lidl Belgium GmbH;3.8;0;0;0;0;13;1.2
Salami without garlic 100g - Herta - Nestlé Belgilux S.A.;0.5;0;0;1000;0;21;0.5
Salami with garlic 100g - Herta - Nestlé Belgilux S.A.;0.5;0;0;1000;0;21;0.5
Salami with Garlic 120g - Carrefour - Carrefour Belgium;0.8;0;0;0;0;27;0.3
Bacon. diced smoked bacon - Herta - Nestlé Belgilux S.A.;0.4;0;0;880;0;17;0.4
